CustomerKey,Full Name,DateFirstPurchase,Customer City,address1,address2,phone,source_system_code,start_date,end_date,is_current
11717,Marcus Jones,5/25/2021,Corvallis,4836 Marina,NULL,465-555-0162,1,09:46.0,NULL,1
11718,Sarah Jones,3/6/2021,Oregon City,2935 Pine Creek Way,NULL,585-555-0177,1,09:46.0,NULL,1
11719,Blake Green,4/26/2021,Cliffside,2850 D Bel Air Dr,NULL,397-555-0128,1,09:46.0,NULL,1
11720,Morgan Morris,5/17/2021,San Diego,9671 Leewood Place,NULL,178-555-0115,1,09:46.0,NULL,1
11721,Jennifer Alexander,6/15/2021,Lincoln Acres,4195 San Paolo,NULL,623-555-0122,1,09:46.0,NULL,1
11722,Julian Hughes,7/30/2021,Bellingham,4408 Trinity Ave.,NULL,301-555-0114,1,09:46.0,NULL,1
11723,Luke Coleman,1/31/2021,Shawnee,613 Glen Wood Drive,NULL,959-555-0119,1,09:46.0,NULL,1
11724,Jason Carter,2/5/2021,Shawnee,4848 Azalea Ave.,NULL,234-555-0170,1,09:46.0,NULL,1
11725,Jose Li,4/1/2021,Burien,2033 Woodbury Place,NULL,145-555-0188,1,09:46.0,NULL,1
11726,Micah Liang,10/10/2021,Burien,4685 York Dr,NULL,843-555-0120,1,09:46.0,NULL,1
11727,Benjamin Taylor,10/12/2019,National City,2078 Jennifer Way,NULL,571-555-0135,1,09:46.0,NULL,1
11728,Logan White,6/11/2021,Woodburn,5087 Bonita Ave.,NULL,710-555-0132,1,09:46.0,NULL,1
11729,Caleb Campbell,7/27/2021,Kirkland,1895 San Carlos Ave.,NULL,459-555-0187,1,09:46.0,NULL,1
11730,Emma Torres,5/11/2021,Redmond,6062 Mota Dr.,NULL,192-555-0182,1,09:46.0,NULL,1
11731,Tanya Gill,3/16/2021,Burlingame,8850 Thunderbird Drive,NULL,742-555-0111,1,09:46.0,NULL,1
11732,Erick Sanchez,6/9/2021,Cincinnati,664 Book Pl,NULL,827-555-0145,1,09:46.0,NULL,1
11733,Kristi Schmidt,1/1/2022,Concord,1536 Camino Verde Ct.,NULL,995-555-0114,1,09:46.0,NULL,1
11734,Omar Chen,6/21/2021,Coronado,3181 Hacienda,NULL,938-555-0117,1,09:46.0,NULL,1
11735,Sydney Gray,2/24/2021,Lynnwood,1229 Apollo Way,NULL,637-555-0114,1,09:46.0,NULL,1
11736,Sebastian Sanchez,10/17/2021,Fremont,7706 California St.,NULL,404-555-0117,1,09:46.0,NULL,1
11737,Megan Martin,2/14/2021,Redwood City,8243 Gilardy Drive,NULL,612-555-0171,1,09:46.0,NULL,1
11738,Elijah Alexander,2/2/2021,Oak Bay,6933 Sutton Circle,NULL,100-555-0155,1,09:46.0,NULL,1
11739,Aaron King,1/13/2021,Shawnee,2243 W St.,NULL,600-555-0195,1,09:46.0,NULL,1
11740,Jan Hall,3/7/2021,Vancouver,5793 West Road,NULL,118-555-0131,1,09:46.0,NULL,1
11741,Tamara Chander,10/15/2019,Chula Vista,6344 Dartmouth Way,NULL,112-555-0164,1,09:46.0,NULL,1
11742,Edward Lewis,10/3/2019,Redwood City,3508 Canning Road,NULL,936-555-0189,1,09:46.0,NULL,1
11743,Chase Kelly,10/25/2019,Spring Valley,5940 Dleta Road,NULL,153-555-0118,1,09:46.0,NULL,1
11744,Stephanie Campbell,4/13/2021,Spring Valley,6339 E. 108th Street,NULL,712-555-0117,1,09:46.0,NULL,1
11745,Allison Gonzalez,10/10/2019,Walla Walla,3345 Macaroon Drive,NULL,728-555-0144,1,09:46.0,NULL,1
11746,Seth Brooks,1/28/2021,Tacoma,733 Eaker Way,NULL,771-555-0118,1,09:46.0,NULL,1
11747,Destiny Davis,8/7/2021,Edmonds,7121 Oakleaf Ct.,NULL,251-555-0153,1,09:46.0,NULL,1
11748,Blake Hill,6/7/2021,Victoria,1315 Norse Drive,NULL,171-555-0174,1,09:46.0,NULL,1
11749,Eduardo Jackson,4/8/2021,Coffs Harbour,5524 Virgil St,NULL,1 (11) 500 555-0114,1,09:46.0,NULL,1
11750,Latoya She,7/14/2019,Newcastle,2681 Black Walnut Ct.,NULL,1 (11) 500 555-0166,1,09:46.0,NULL,1
11751,Victoria Gonzales,7/8/2019,Melton,1872 Walnut Avenue,NULL,1 (11) 500 555-0176,1,09:46.0,NULL,1
11752,Lauren Bryant,2/27/2021,Goulburn,7551 Santa Lucia,NULL,1 (11) 500 555-0156,1,09:46.0,NULL,1
11753,Felicia Ortega,4/19/2021,Coffs Harbour,452 Rain Drop Circle,NULL,1 (11) 500 555-0185,1,09:46.0,NULL,1
11754,Janet Ortega,7/16/2019,Malabar,4921 Oakwood Circle,NULL,1 (11) 500 555-0182,1,09:46.0,NULL,1
11755,Willie Pal,5/31/2021,Hervey Bay,9893 Hastings Dr,NULL,1 (11) 500 555-0164,1,09:46.0,NULL,1
11756,Linda Ortega,7/28/2019,St. Leonards,3544 Brush Creek Drive,NULL,1 (11) 500 555-0150,1,09:46.0,NULL,1
11757,Vincent Cai,2/23/2021,Cranbourne,5917 Panoramic Avenue,NULL,1 (11) 500 555-0116,1,09:46.0,NULL,1
11758,Colin Yuan,3/30/2021,Darlinghurst,1064 William Way,NULL,1 (11) 500 555-0170,1,09:46.0,NULL,1
11759,Dawn Nath,7/10/2019,Cloverdale,6969 Eaker Way,NULL,1 (11) 500 555-0193,1,09:46.0,NULL,1
11760,Melody Moreno,3/31/2021,Findon,6312 San Ramon Road,NULL,1 (11) 500 555-0163,1,09:46.0,NULL,1
11761,Edgar Mehta,8/5/2019,Hobart,4173 Willow Pass Road,NULL,1 (11) 500 555-0180,1,09:46.0,NULL,1
11762,Randall Gomez,8/7/2019,Wollongong,1159 Lacassie Ave,NULL,1 (11) 500 555-0179,1,09:46.0,NULL,1
11763,Ross Fernandez,1/30/2021,Springwood,8461 Everett Ct,NULL,1 (11) 500 555-0177,1,09:46.0,NULL,1
11764,Jessie Ramos,9/9/2019,Newcastle,5613 Gary Drive,NULL,1 (11) 500 555-0112,1,09:46.0,NULL,1
11765,Marc Torres,9/12/2019,North Ryde,1439 N. Michell Canyon Road,NULL,1 (11) 500 555-0131,1,09:46.0,NULL,1
11766,Candace Raman,9/19/2019,South Melbourne,1060 Mcelroy Court,NULL,1 (11) 500 555-0148,1,09:46.0,NULL,1
11767,Meagan Madan,9/17/2019,Hawthorne,8250 11th Avenue,NULL,1 (11) 500 555-0112,1,09:46.0,NULL,1
11768,Clayton Nara,9/3/2019,Perth,4642 Peabody Road,NULL,1 (11) 500 555-0162,1,09:46.0,NULL,1
11769,Haley Hernandez,4/28/2021,Newton,1671 Via Del Verdes,NULL,120-555-0112,1,09:46.0,NULL,1
11770,Peter Nara,8/8/2021,Ballard,6489 Kentucky Drive,NULL,244-555-0113,1,09:46.0,NULL,1
11771,Isaac Rivera,3/31/2021,Marysville,7962 Macalvey Drive,NULL,750-555-0140,1,09:46.0,NULL,1
11772,Cameron Moore,10/8/2019,Tacoma,5551 Silverado Dr.,NULL,293-555-0136,1,09:46.0,NULL,1
11773,Gavin Diaz,10/23/2019,El Cajon,6082 Trafalgar Circle,NULL,726-555-0116,1,09:46.0,NULL,1
11774,Emma Sanchez,10/26/2019,National City,4996 Hillview Drive,NULL,365-555-0125,1,09:46.0,NULL,1
11775,Sierra Roberts,10/3/2019,Palo Alto,1721 Concord Blvd,NULL,111-555-0177,1,09:46.0,NULL,1
11776,Seth Mitchell,10/5/2019,Santa Cruz,8125 Westbury Drive,NULL,171-555-0140,1,09:46.0,NULL,1
11777,Miranda Long,10/14/2019,Burlingame,8970 Cash Avenue,NULL,258-555-0111,1,09:46.0,NULL,1
11778,Haley Henderson,10/27/2019,Sedro Woolley,1019 Chance Drive,NULL,868-555-0128,1,09:46.0,NULL,1
11779,Sarah Jackson,10/17/2019,Woodburn,1058 Park Blvd.,NULL,653-555-0150,1,09:46.0,NULL,1
11780,Jessica Alexander,10/15/2019,Edmonds,3459 Tri-state Ave,NULL,617-555-0146,1,09:46.0,NULL,1
11781,Carlos Gray,3/6/2021,Daly City,4239 Water St.,NULL,252-555-0175,1,09:46.0,NULL,1
11782,Barbara Jai,8/2/2021,Burbank,9834 Hamlet,NULL,361-555-0177,1,09:46.0,NULL,1
11783,Sara Mitchell,3/23/2021,San Diego,9024 Dumbarton Drive,NULL,537-555-0144,1,09:46.0,NULL,1
11784,Jose Turner,4/12/2021,Metchosin,6648 Choctaw Court,NULL,189-555-0195,1,09:46.0,NULL,1
11785,Theodore Diaz,4/21/2021,Ballard,4956 Vista Del Diablo,NULL,690-555-0189,1,09:46.0,NULL,1
11786,Ian Murphy,12/29/2021,Redmond,2391 St. Peter Court,NULL,754-555-0141,1,09:46.0,NULL,1
11787,Jerry Nath,10/13/2021,Burbank,6096 Pheasant Circle,NULL,271-555-0115,1,09:46.0,NULL,1
11788,Destiny James,5/9/2021,Los Angeles,6538 Camelback Road,NULL,913-555-0130,1,09:46.0,NULL,1
11789,Bailey Phillips,3/7/2021,National City,571 Lafayette Drive,NULL,474-555-0183,1,09:46.0,NULL,1
11790,Timothy Gonzalez,3/11/2021,Chula Vista,6615 Cambelback Place,NULL,147-555-0193,1,09:46.0,NULL,1
11791,Chase Morgan,9/29/2021,Spokane,5446 N. Civic Dr.,NULL,194-555-0127,1,09:46.0,NULL,1
11792,Alexia Perry,5/3/2021,Colma,879 Hillview Ct,NULL,193-555-0135,1,09:46.0,NULL,1
11793,Xavier Rogers,2/4/2021,Burbank,1480 Oliveria Road,NULL,457-555-0162,1,09:46.0,NULL,1
11794,Lauren Ross,11/28/2021,Lakewood,5375 Clearland Circle,NULL,143-555-0123,1,09:46.0,NULL,1
11795,Nicole Thomas,7/12/2021,Downey,4303 Athene Drive,NULL,667-555-0136,1,09:46.0,NULL,1
11796,Isabel Jenkins,10/16/2019,Downey,9348 Notre Dame Ave,NULL,774-555-0127,1,09:46.0,NULL,1
11797,Devin Coleman,10/14/2019,Oakland,4143 Heather Pl.,NULL,792-555-0157,1,09:46.0,NULL,1
11798,Brendan Chande,10/15/2019,Bremerton,1519 Sheffield Place,NULL,551-555-0157,1,09:46.0,NULL,1
11799,Jessie Wang,10/10/2019,Burien,4593 Camino Peral,NULL,527-555-0124,1,09:46.0,NULL,1
11800,Jennifer Baker,8/10/2021,Beaverton,8998 Katharyn Drive,NULL,506-555-0157,1,09:46.0,NULL,1
11801,Aaron Sharma,12/12/2021,Beaverton,4073 Niagara Court,NULL,500-555-0177,1,09:46.0,NULL,1
11802,Madison Taylor,2/25/2021,Oak Bay,627 La Salle Street,NULL,635-555-0173,1,09:46.0,NULL,1
11803,Jan Hernandez,7/29/2021,Olympia,3553 Grant Street,NULL,845-555-0160,1,09:46.0,NULL,1
11804,Haley Turner,5/29/2021,Redmond,5450 Bellows Ct.,NULL,489-555-0139,1,09:46.0,NULL,1
11805,Richard Green,4/23/2021,Beverly Hills,5407 Cougar Way,NULL,142-555-0146,1,09:46.0,NULL,1
11806,Jennifer Stewart,2/21/2021,Burlingame,1500 Grant Street,NULL,159-555-0111,1,09:46.0,NULL,1
11807,Lucas Baker,4/13/2021,National City,1086 Ash Lane,NULL,787-555-0141,1,09:46.0,NULL,1
11808,James Parker,3/26/2021,N. Vancouver,751 Countrywood Ct.,NULL,730-555-0125,1,09:46.0,NULL,1
11809,Juan Gray,10/21/2019,Beverly Hills,1289 Quigley St.,NULL,995-555-0114,1,09:46.0,NULL,1
11810,Antonio Washington,10/20/2019,Bremerton,7095 Curletto Dr.,NULL,373-555-0139,1,09:46.0,NULL,1
11811,Abigail Brooks,10/15/2019,Colma,1617 Crossbow Way,NULL,367-555-0138,1,09:46.0,NULL,1
11812,Andrew Rodriguez,10/3/2019,Walla Walla,3997 Via De Luna,NULL,586-555-0118,1,09:46.0,NULL,1
11813,Mary Patterson,10/16/2019,W. Linn,1102 Ravenwood,NULL,956-555-0136,1,09:46.0,NULL,1
11814,Dalton Morgan,6/23/2021,Lake Oswego,4921 Oakwood Circle,NULL,530-555-0182,1,09:46.0,NULL,1
11815,Hannah Patterson,10/2/2019,Tacoma,3327 Rockridge Dr.,NULL,110-555-0136,1,09:46.0,NULL,1
11816,Joe Torres,10/2/2019,Beverly Hills,8069 Vine Hill Way,NULL,450-555-0115,1,09:46.0,NULL,1
11817,Morgan Miller,10/13/2019,Colma,5929 William Reed Dr.,NULL,339-555-0137,1,09:46.0,NULL,1
11818,Daniel Garcia,10/21/2019,Coronado,4010 Willow Pass Road,NULL,125-555-0145,1,09:46.0,NULL,1
11819,Jose Lal,2/15/2021,Everett,6264 Center Ave,NULL,152-555-0130,1,09:46.0,NULL,1
11820,Katelyn Lopez,2/9/2021,Victoria,8873 Folson Drive,NULL,316-555-0185,1,09:46.0,NULL,1
11821,Austin Johnson,7/30/2021,Beverly Hills,6569 Endriss,NULL,163-555-0134,1,09:46.0,NULL,1
11822,Rohinton Wadia,5/20/2021,Lincoln Acres,5935 Seawind Dr.,NULL,792-555-0137,1,09:46.0,NULL,1
11823,Morgan Turner,5/18/2021,Metchosin,6091 Bluefish Lane,NULL,856-555-0168,1,09:46.0,NULL,1
11824,Jill Martin,3/18/2021,Newton,9719 Hamilton Ave,NULL,884-555-0127,1,09:46.0,NULL,1
11825,Aimee She,10/16/2019,Bellflower,6752 Covington Court,NULL,137-555-0149,1,09:46.0,NULL,1
11826,Jessie Alonso,10/27/2019,Beverly Hills,7342 Dew Drop Circle,NULL,579-555-0138,1,09:46.0,NULL,1
11827,Sara Baker,2/20/2021,Newton,5269 Mt. Trinity Court,NULL,256-555-0180,1,09:46.0,NULL,1
11828,Katherine Martinez,4/3/2021,Milwaukie,3836 Carletto Drive,NULL,584-555-0118,1,09:46.0,NULL,1
11829,Sophia Campbell,3/13/2021,Seattle,8122 Mink Court,NULL,766-555-0146,1,09:46.0,NULL,1
11830,Taylor Garcia,9/29/2019,Lincoln Acres,6986 Ida Ave.,NULL,301-555-0163,1,09:46.0,NULL,1
11831,Christian Ross,10/27/2019,San Carlos,971 Harness Circle,NULL,123-555-0152,1,09:46.0,NULL,1
11832,Zoe Murphy,2/18/2021,Walla Walla,3426 Calhoun Court,NULL,798-555-0157,1,09:46.0,NULL,1
11833,Oscar Price,6/12/2021,Oak Bay,5049 Teakwood Dr.,NULL,389-555-0114,1,09:46.0,NULL,1
11834,Fernando Flores,10/22/2019,Mill Valley,3789 Linden Lane,NULL,162-555-0175,1,09:46.0,NULL,1
11835,Elijah Russell,1/10/2021,Metchosin,1592 Working Drive,NULL,188-555-0159,1,09:46.0,NULL,1
11836,Garrett Travers,3/24/2021,Everett,7947 Stillman Court,NULL,879-555-0116,1,09:46.0,NULL,1
11837,Haley Alexander,10/13/2019,San Francisco,80 Mozden Lane,NULL,951-555-0164,1,09:46.0,NULL,1
11838,Justin Rodriguez,5/31/2021,Beaverton,761 Orchard View Ave.,NULL,211-555-0112,1,09:46.0,NULL,1
11839,Tyler Brown,10/26/2019,Santa Monica,9271 Prestwick Ave.,NULL,801-555-0121,1,09:46.0,NULL,1
11840,Julian Patterson,4/30/2021,Lincoln Acres,9240 Limewood Pl.,NULL,603-555-0169,1,09:46.0,NULL,1
11841,Sean Nelson,5/20/2021,Langley,4594 Hill Drive,NULL,314-555-0153,1,09:46.0,NULL,1
11842,Justin Wilson,5/12/2021,Olympia,7164 Pinncale Drive,NULL,585-555-0152,1,09:46.0,NULL,1
11843,Christy Nara,2/7/2021,Beaverton,4678 Ygnacio Valley Road,NULL,639-555-0189,1,09:46.0,NULL,1
11844,Michele Alvarez,10/5/2021,Chula Vista,9249 Martin St,NULL,103-555-0162,1,09:46.0,NULL,1
11845,Natalie Jones,2/13/2021,Shawnee,1442 Hill Top Rd,NULL,119-555-0148,1,09:46.0,NULL,1
11846,Savannah Reed,4/28/2021,Long Beach,4080 Pelican Loop,NULL,503-555-0151,1,09:46.0,NULL,1
11847,Cassidy Diaz,6/28/2021,Portland,3797 Concord Royale,NULL,323-555-0140,1,09:46.0,NULL,1
11848,Joshua Lewis,7/27/2021,Yakima,7166 Brock Lane,NULL,365-555-0198,1,09:46.0,NULL,1
11849,Faith Reed,11/27/2021,La Jolla,2751 Trail Way,Unit B,727-555-0162,1,09:46.0,NULL,1
11850,Brooke Ramirez,4/8/2021,Novato,8004 Water Street,NULL,729-555-0139,1,09:46.0,NULL,1
11851,Jada Mitchell,6/16/2021,Concord,6848 Calico Way,NULL,416-555-0196,1,09:46.0,NULL,1
11852,Kyle Russell,7/10/2021,Lakewood,1345 Prospect Street,NULL,473-555-0199,1,09:46.0,NULL,1
11853,Grace Jones,5/10/2021,Concord,8866 Alpha Way,NULL,388-555-0168,1,09:46.0,NULL,1
11854,Jason Mitchell,10/25/2019,West Covina,7537 Clark Creek Lane,NULL,480-555-0139,1,09:46.0,NULL,1
11855,Christian Walker,4/27/2021,Burlingame,1575 Brown Street,NULL,531-555-0113,1,09:46.0,NULL,1
11856,Seth Hernandez,11/29/2021,Corvallis,4107 St. Raphael Drive,NULL,195-555-0146,1,09:46.0,NULL,1
11857,Isabella Young,10/6/2021,Edmonds,9175 Benton Street,NULL,747-555-0149,1,09:46.0,NULL,1
11858,Jordan Coleman,3/27/2021,San Gabriel,8005 Ranchhand Court,NULL,996-555-0179,1,09:46.0,NULL,1
11859,Blake Garcia,4/22/2021,Olympia,9322 Driving Drive,NULL,713-555-0128,1,09:46.0,NULL,1
11860,Nicole Walker,7/3/2021,National City,8362 Abbey Court,NULL,129-555-0165,1,09:46.0,NULL,1
11861,Katherine Carter,5/14/2021,Westminster,591 Laguna Street,# 439,572-555-0120,1,09:46.0,NULL,1
11862,Olivia Peterson,5/16/2021,Everett,9212 Tupelo Drive,NULL,409-555-0135,1,09:46.0,NULL,1
11863,Jessica Wood,9/3/2021,Sedro Woolley,1439 N. Canyon Road,NULL,130-555-0137,1,09:46.0,NULL,1
11864,Elizabeth Thompson,3/1/2021,Tacoma,2894 Encino Dr.,NULL,465-555-0154,1,09:46.0,NULL,1
11865,Chloe Rivera,2/17/2021,National City,6282 Mcneil Place,NULL,372-555-0142,1,09:46.0,NULL,1
11866,Lucas Scott,2/18/2021,Glendale,1218 Woodside Court,NULL,764-555-0119,1,09:46.0,NULL,1
11867,Nathaniel James,6/4/2021,National City,4268 Weaver Court,NULL,112-555-0116,1,09:46.0,NULL,1
11868,Jessica Peterson,2/2/2021,Vancouver,1613 Santa Maria,NULL,974-555-0184,1,09:46.0,NULL,1
11869,Kaitlyn Adams,3/20/2021,Westminster,3815 Berry Dr.,NULL,512-555-0158,1,09:46.0,NULL,1
11870,Jillian Garcia,7/20/2021,Burien,6375 Freda Drive,NULL,386-555-0159,1,09:46.0,NULL,1
11871,Dalton Bennett,2/23/2021,Lynnwood,4188 Green Valley Road,NULL,941-555-0138,1,09:46.0,NULL,1
11872,Faith Patterson,10/21/2019,Glendale,1141 Rolling Hill Way,NULL,148-555-0143,1,09:46.0,NULL,1
11873,Ryan Zhang,10/7/2019,Spring Valley,4176 Cotton Ct,NULL,295-555-0128,1,09:46.0,NULL,1
11874,Adrian Bell,7/19/2021,Woodland Hills,302 Briarcliff Ct.,NULL,254-555-0175,1,09:46.0,NULL,1
11875,Jonathan Brown,4/20/2021,Langford,5373 Montgomery Ave.,NULL,108-555-0111,1,09:46.0,NULL,1
11876,Madison White,6/19/2021,Oakland,27 Athens Circle,NULL,813-555-0171,1,09:46.0,NULL,1
11877,Alexis Diaz,10/5/2021,Newport Beach,8541 Summerfield Drive,NULL,409-555-0139,1,09:46.0,NULL,1
11878,Christine Nara,11/30/2021,Ballard,5784 Yeoman Dr.,NULL,792-555-0139,1,09:46.0,NULL,1
11879,Edgar Sai,2/27/2021,Beaverton,9037 Saddlehill Lane,NULL,525-555-0117,1,09:46.0,NULL,1
11880,Melissa Sanchez,4/10/2021,Salem,2524 Fish Dr,NULL,409-555-0153,1,09:46.0,NULL,1
11881,Richard Mitchell,12/2/2021,Grossmont,8998 Adobe Drive,NULL,142-555-0165,1,09:46.0,NULL,1
11882,Patrick Stewart,2/17/2021,Seattle,2880 Ponderosa Dr.,NULL,115-555-0181,1,09:46.0,NULL,1
11883,Hannah Anderson,2/21/2021,Burien,5622 Geary,NULL,819-555-0146,1,09:46.0,NULL,1
11884,Latoya Shen,2/17/2021,Ballard,2328 Sand View Way,NULL,390-555-0186,1,09:46.0,NULL,1
11885,Kurt Sharma,10/28/2019,Burlingame,4461 Centennial Way,NULL,146-555-0179,1,09:46.0,NULL,1
11886,Katelyn Parker,10/28/2019,Santa Monica,7111 Concord Ct.,NULL,451-555-0135,1,09:46.0,NULL,1
11887,Joseph White,5/28/2021,Coronado,8656 Lakespring Place,NULL,149-555-0116,1,09:46.0,NULL,1
11888,Aaron Ross,3/18/2021,Cliffside,2111 Ringing Dr,NULL,175-555-0139,1,09:46.0,NULL,1
11889,Blake Patterson,2/23/2021,Puyallup,8129 Golden Rain,NULL,473-555-0194,1,09:46.0,NULL,1
11890,Whitney Lopez,3/29/2021,Berkeley,3098 Eastgate Ave,NULL,307-555-0113,1,09:46.0,NULL,1
11891,Jamie Liang,3/7/2021,Beverly Hills,3213 Glenside Dr,NULL,138-555-0111,1,09:46.0,NULL,1
11892,Julio Ortega,9/4/2019,Rhodes,1681 Via Estrella,NULL,1 (11) 500 555-0180,1,09:46.0,NULL,1
11893,Orlando Carlson,8/31/2019,Sydney,761 Orchard View Ave.,NULL,1 (11) 500 555-0111,1,09:46.0,NULL,1
11894,Ann Gonzalez,9/22/2019,Hervey Bay,4166 Deercreek Ln.,NULL,1 (11) 500 555-0118,1,09:46.0,NULL,1
11895,Dustin Chander,9/12/2019,Gold Coast,5553 Cash Avenue,NULL,1 (11) 500 555-0196,1,09:46.0,NULL,1
11896,Frank Carlson,9/1/2019,Springwood,8851 Northridge Dr.,NULL,1 (11) 500 555-0160,1,09:46.0,NULL,1
11897,Orlando Ashe,8/30/2019,South Melbourne,9478 Rheem Dr.,NULL,1 (11) 500 555-0184,1,09:46.0,NULL,1
11898,Angela Henderson,9/14/2019,Brisbane,9377 Ash Lane,NULL,1 (11) 500 555-0118,1,09:46.0,NULL,1
11899,Brenda Perez,9/4/2019,Melton,9935 San Carlos Avenue,NULL,1 (11) 500 555-0181,1,09:46.0,NULL,1
11900,Byron Carlson,9/21/2019,Newcastle,4002 Fawn Glen Circle,NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
11901,Stacy Alvarez,9/10/2019,Darlinghurst,3917 Catalpa Court,NULL,1 (11) 500 555-0171,1,09:46.0,NULL,1
11902,Drew Pal,2/21/2021,Malabar,8991 Olivera,NULL,1 (11) 500 555-0151,1,09:46.0,NULL,1
11903,Kate Raji,9/21/2019,Caloundra,1225 Santa Lucia,NULL,1 (11) 500 555-0124,1,09:46.0,NULL,1
11904,Kaylee Cook,9/17/2019,Geelong,5742 Curtis Drive,NULL,1 (11) 500 555-0188,1,09:46.0,NULL,1
11905,Isaiah Ramirez,8/29/2019,Hobart,1069 Central Blvd.,NULL,1 (11) 500 555-0177,1,09:46.0,NULL,1
11906,Gabriella Sanders,9/10/2019,Brisbane,4938 Nightingale Drive,NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
11907,Sarah Garcia,9/28/2019,Wollongong,9481 Laguna Street,NULL,1 (11) 500 555-0145,1,09:46.0,NULL,1
11908,Rafael Tang,9/19/2019,South Melbourne,8839 Leonard Dr,NULL,1 (11) 500 555-0157,1,09:46.0,NULL,1
11909,Nichole She,9/20/2019,Rockhampton,7484 Roundtree Drive,NULL,1 (11) 500 555-0168,1,09:46.0,NULL,1
11910,Jaclyn Zheng,10/9/2019,Goulburn,7413 Alpine Drive,NULL,1 (11) 500 555-0117,1,09:46.0,NULL,1
11911,Rachael Kapoor,6/1/2021,Geelong,4159 Bayshore Rd.,NULL,1 (11) 500 555-0149,1,09:46.0,NULL,1
11912,Rachael Sai,10/27/2019,Townsville,5108 Heights Avenue,NULL,1 (11) 500 555-0196,1,09:46.0,NULL,1
11913,Rebecca Robinson,12/3/2021,Seaford,1861 Chinquapin Ct,NULL,648-555-0100,1,09:46.0,NULL,1
11914,Meagan Rana,10/18/2019,Port Macquarie,7867 F Mt Hood Circle,NULL,1 (11) 500 555-0118,1,09:46.0,NULL,1
11915,Philip Carlson,10/2/2019,Port Macquarie,6672 Mt. Dias Blvd.,NULL,1 (11) 500 555-0110,1,09:46.0,NULL,1
11916,Joe Rana,10/1/2019,Warrnambool,6339 E. 108th Street,NULL,1 (11) 500 555-0177,1,09:46.0,NULL,1
11917,Roy Sanz,10/27/2019,Darlinghurst,5087 Valle Vista Avenue,NULL,1 (11) 500 555-0156,1,09:46.0,NULL,1
11918,Kaylee Hill,10/13/2019,Coffs Harbour,8205 Soto St.,NULL,1 (11) 500 555-0131,1,09:46.0,NULL,1
11919,Warren Andersen,10/5/2019,Rockhampton,7783 Limewood Pl,NULL,1 (11) 500 555-0181,1,09:46.0,NULL,1
11920,Adrienne Gomez,10/10/2019,Brisbane,4373 Sherry Circle,NULL,1 (11) 500 555-0149,1,09:46.0,NULL,1
11921,Gilbert Zhu,9/19/2021,Cranbourne,2939 West Ct.,NULL,1 (11) 500 555-0127,1,09:46.0,NULL,1
11922,James Davis,2/15/2021,Victoria,3704 Elliott Dr.,NULL,483-555-0135,1,09:46.0,NULL,1
11923,Sarah Bryant,2/12/2021,National City,9855 Norse Ct.,NULL,197-555-0118,1,09:46.0,NULL,1
11924,Ian Long,10/26/2019,Novato,2389 E Eagle Peak Rd.,NULL,212-555-0171,1,09:46.0,NULL,1
11925,Ashlee Jai,10/9/2019,Bellingham,6468 Gatewood Court,NULL,547-555-0176,1,09:46.0,NULL,1
11926,Eduardo Foster,5/4/2021,Oregon City,609 Power Ave.,NULL,522-555-0169,1,09:46.0,NULL,1
11927,Nicole Murphy,1/9/2022,Sedro Woolley,7468 Franklin Canyon Road,NULL,373-555-0118,1,09:46.0,NULL,1
11928,Isabella Morris,5/31/2021,El Cajon,8487 Amador,NULL,693-555-0146,1,09:46.0,NULL,1
11929,Virginia Gonzalez,10/14/2019,St. Leonards,7566 Keller Ridge Dr.,NULL,1 (11) 500 555-0188,1,09:46.0,NULL,1
11930,Jaclyn Nara,10/14/2019,North Sydney,2121 Royal Ann Lane,NULL,1 (11) 500 555-0177,1,09:46.0,NULL,1
11931,Marcus Adams,2/16/2021,Palo Alto,9246 Westminster Pl,NULL,687-555-0170,1,09:46.0,NULL,1
11932,Elizabeth Coleman,4/29/2021,Santa Monica,7546 Gonzalez Ct.,NULL,400-555-0120,1,09:46.0,NULL,1
11933,Mathew Rubio,10/13/2019,Bellingham,9911 Northgate Road,NULL,430-555-0126,1,09:46.0,NULL,1
11934,Justin Shan,11/19/2019,Burien,9377 Lightwood Drive,NULL,215-555-0113,1,09:46.0,NULL,1
11935,Jessica Taylor,6/6/2021,Lebanon,5843 Mountaire Pkwy.,NULL,144-555-0123,1,09:46.0,NULL,1
11936,Hunter Clark,4/5/2021,Redmond,9001 Esperanza,NULL,121-555-0144,1,09:46.0,NULL,1
11937,Devin Perez,10/29/2019,Salem,8510 G St.,NULL,500-555-0169,1,09:46.0,NULL,1
11938,Seth Alexander,3/7/2021,Daly City,3842 Algiers Dr.,NULL,178-555-0186,1,09:46.0,NULL,1
11939,Kevin Washington,11/10/2019,Imperial Beach,9105 Jacobsen Street,NULL,970-555-0114,1,09:46.0,NULL,1
11940,Tyler Miller,8/2/2021,Woodland Hills,9231 Brook Hollow Ct.,NULL,456-555-0191,1,09:46.0,NULL,1
11941,Adam Roberts,8/7/2021,Woodburn,626 Redlands Way,NULL,868-555-0122,1,09:46.0,NULL,1
11942,George Gonzalez,10/15/2019,Newcastle,80 San Remo Ct,NULL,1 (11) 500 555-0181,1,09:46.0,NULL,1
